order_id;user_id;order_number;order_dow;order_hour_of_day;days_since_prior_order
2497761;168425;20;1;12;7.0
1762619;37945;6;0;22;7.0
2679442;36259;2;2;0;13.0
2980927;138182;3;0;17;2.0
140039;58408;8;4;11;10.0
3007388;191908;13;1;13;30.0
1402897;143121;84;5;10;1.0
795627;7995;8;0;16;3.0
1872459;190121;7;3;12;2.0
2705606;137720;5;0;8;30.0
1935467;178833;47;6;9;4.0
1838686;109103;27;3;9;4.0
928496;110075;3;0;14;14.0
2117482;123381;3;5;12;8.0
642134;10170;7;5;11;30.0
596007;91095;10;5;14;12.0
3169033;21840;18;0;15;11.0
2362326;193647;78;5;12;4.0
2315159;129277;11;5;9;4.0
1506458;137810;24;1;15;21.0
1407675;175379;2;5;13;26.0
2596351;180150;2;6;19;10.0
1669290;165274;40;4;19;3.0
1018064;94259;62;5;10;1.0
896927;1754;53;3;8;18.0
464314;39221;43;2;9;4.0
1251086;97067;23;1;16;25.0
1132152;187033;8;6;8;30.0
1559274;150161;2;0;21;26.0
2884436;131140;6;4;8;22.0
1586924;79261;14;1;12;21.0
1578546;92401;33;6;17;6.0
2257537;13862;16;5;15;22.0
2791607;171915;11;4;10;30.0
1355508;153353;3;1;8;30.0
207239;64841;3;5;14;10.0
1721369;143858;10;1;14;19.0
1908713;116751;2;1;18;7.0
2898191;83860;3;0;12;3.0
2789132;75532;45;0;8;12.0
3337841;136147;1;5;12;
1377051;109601;5;3;14;30.0
928294;5732;8;1;16;1.0
136469;142161;18;4;17;15.0
3326797;151420;4;5;16;30.0
706775;61070;7;6;11;7.0
3281536;100530;9;2;17;18.0
1489707;171125;24;0;11;11.0
2786443;188167;6;4;8;14.0
3074582;2474;36;1;12;3.0
1898444;68355;12;6;8;8.0
684764;149551;22;0;16;20.0
2855790;168560;1;2;20;
2517739;142331;21;1;14;2.0
373208;76736;12;1;23;3.0
2963934;120405;1;3;18;
103421;176609;1;2;10;
547262;192817;3;1;10;7.0
1810567;123677;14;5;11;5.0
3187404;75997;2;3;11;14.0
1906303;123991;6;3;10;5.0
1717954;200662;5;3;19;30.0
3334598;191013;7;1;10;13.0
1378544;33818;25;0;9;5.0
3341969;25322;67;6;11;2.0
1894373;50168;32;0;13;10.0
1864828;64134;35;6;13;7.0
331944;81547;17;5;10;14.0
706592;66941;1;5;19;
1285523;158492;9;4;14;9.0
2417542;196770;48;2;8;4.0
277721;104850;3;6;19;14.0
2112787;153884;2;1;18;28.0
1433398;174389;21;5;9;10.0
2259389;12334;31;0;19;7.0
1969368;109259;6;4;11;2.0
1820105;104978;21;3;17;5.0
1965337;119190;1;0;8;
3056485;120953;4;1;17;30.0
3297136;2365;10;4;10;4.0
3189209;36150;4;2;9;30.0
120965;61309;3;4;12;26.0
3057494;12958;2;5;10;4.0
37294;125487;38;2;13;2.0
1742472;114294;20;1;12;9.0
2692366;107424;2;1;10;11.0
3268850;120433;42;1;16;7.0
430202;110268;13;1;21;2.0
3351634;189180;8;0;15;6.0
2899175;87729;7;0;12;30.0
1544013;39532;4;1;8;7.0
655732;71310;36;5;22;6.0
3160226;39074;4;3;7;3.0
1843192;111110;3;3;17;6.0
1269543;134250;5;5;19;9.0
2478387;143150;9;1;18;30.0
1883148;45385;17;6;10;2.0
3233988;134878;12;5;11;20.0
668619;139490;3;6;15;13.0
3127710;197626;1;1;19;
2314318;48581;8;2;8;7.0
1385158;42158;32;3;18;1.0
3376931;150755;39;4;7;8.0
1017435;102189;1;3;19;
415969;32582;56;1;14;5.0
1492317;85646;35;1;16;2.0
1007175;132712;22;1;13;13.0
1762628;91326;39;5;15;8.0
2197600;80588;1;2;21;
1617656;139516;35;0;13;6.0
2206628;155387;6;2;10;5.0
55639;90203;22;0;8;8.0
3006395;15314;11;2;16;4.0
473556;106769;19;1;17;5.0
1379592;89467;21;1;9;30.0
1616024;94273;6;1;7;14.0
3322355;192695;14;0;9;6.0
1768913;96059;4;1;21;8.0
568713;18691;5;3;17;30.0
2983831;43598;6;6;20;22.0
65267;1182;1;2;10;
1112208;17291;8;5;9;13.0
911672;157707;30;5;19;7.0
2369363;203736;40;6;15;3.0
1986945;51620;47;1;16;15.0
2871693;58839;15;6;12;2.0
3345907;159765;62;4;12;2.0
83445;176358;8;1;5;4.0
1782634;147956;4;3;11;13.0
2341782;157008;2;0;15;8.0
2751286;169326;3;5;17;17.0
1614037;21651;23;0;8;3.0
1753907;153573;2;1;17;21.0
968232;46402;1;1;9;
1185465;94793;19;3;13;4.0
2130835;10433;13;2;15;29.0
2277366;167146;2;3;18;28.0
204781;62482;1;3;7;
1695045;138756;12;2;7;9.0
550813;47990;26;4;15;8.0
2692954;42405;2;6;11;30.0
3313622;163410;10;2;14;23.0
1312467;153639;2;2;20;30.0
866677;96916;5;1;13;14.0
117772;76673;4;1;15;6.0
835970;37137;36;3;21;2.0
2074848;165708;37;1;16;4.0
3173545;92135;28;5;14;1.0
3171875;32765;3;0;18;7.0
2843178;139293;3;0;16;30.0
2734424;110299;67;3;19;2.0
2664650;115386;27;0;9;18.0
2770245;170403;3;6;8;3.0
2898451;111078;6;1;15;3.0
2428795;99459;19;5;21;18.0
2353976;118832;6;0;11;13.0
942813;104116;8;4;15;9.0
313205;104256;12;3;20;5.0
1716438;63254;1;1;19;
3153006;162555;84;4;13;1.0
929315;27903;13;5;8;14.0
2785580;18294;19;4;15;7.0
341332;52514;30;6;9;8.0
2743180;111853;18;5;21;4.0
664930;155272;11;3;20;10.0
1455133;147126;30;0;11;17.0
3357342;48169;17;3;15;24.0
170952;35214;25;5;7;4.0
3261368;181265;29;3;8;4.0
2743537;71524;13;0;15;9.0
2843268;12861;7;6;15;8.0
2859732;7018;5;6;17;6.0
520767;60035;11;5;9;12.0
1449807;195495;7;1;3;16.0
2876592;156423;8;1;12;8.0
1783347;197896;4;1;14;6.0
429500;72356;67;3;12;3.0
1738096;93208;25;5;23;11.0
1794805;110661;6;3;19;30.0
3099952;49697;15;2;19;16.0
635346;18176;2;4;16;6.0
1300011;143648;3;3;19;15.0
290808;182740;12;6;9;6.0
1115120;184900;2;2;20;0.0
1423335;70224;3;6;13;14.0
1109918;161869;8;5;12;2.0
3000916;15556;11;5;13;6.0
3117778;184018;45;3;17;5.0
662398;19530;12;4;17;10.0
296973;136439;53;2;12;8.0
1398562;25010;6;1;11;18.0
1071154;91961;76;6;10;1.0
352299;145112;3;0;14;21.0
583999;89570;4;0;12;14.0
1214359;93593;12;4;8;6.0
2897001;138146;25;0;15;0.0
2140055;116900;4;1;13;14.0
2498349;80578;12;3;8;8.0
731476;37996;10;3;9;3.0
3032869;145140;24;5;14;7.0
2121893;39965;10;6;9;0.0
1388054;69291;8;6;18;1.0
1993614;104221;15;6;12;7.0
225269;205483;52;2;7;3.0
2460918;136007;9;6;14;6.0
1396782;40813;5;4;15;4.0
390385;188127;5;3;10;20.0
713230;114096;24;1;13;5.0
414751;43991;39;0;14;3.0
1909555;121764;1;5;9;
2124204;149545;4;2;6;29.0
792344;59480;3;0;18;30.0
1849261;31615;18;6;15;2.0
2042628;117101;70;4;13;3.0
3399109;146276;18;4;13;14.0
746811;187108;37;0;13;11.0
3037291;21008;91;0;9;1.0
2156298;115353;24;1;15;13.0
1352820;139855;4;5;17;6.0
1817765;55100;12;3;15;30.0
1589354;182849;1;2;2;
3101850;92554;2;5;12;10.0
3380192;69294;10;6;19;13.0
3252222;140196;26;5;16;0.0
1858537;24373;4;6;20;0.0
3394317;134883;34;3;9;3.0
2285781;189498;8;1;17;3.0
41206;151160;11;5;20;16.0
1378272;172744;12;6;15;7.0
1365888;81965;12;5;17;4.0
1157922;117848;31;6;8;8.0
3206215;120209;16;6;11;8.0
3306123;183288;29;1;8;3.0
400598;46479;35;6;14;6.0
387947;39878;25;4;14;7.0
2097031;125854;13;6;16;7.0
275034;200691;6;2;21;29.0
807105;15958;2;6;9;9.0
1115595;99608;7;2;9;9.0
2071524;40377;33;4;15;6.0
466708;166145;22;1;10;4.0
2552298;44372;1;6;18;
2466213;114694;9;2;18;5.0
3255864;14077;41;6;14;7.0
2512752;76784;68;2;10;1.0
2222806;27317;14;2;15;6.0
536135;133745;10;3;7;16.0
57465;64755;8;1;10;22.0
1884625;61425;21;6;10;21.0
1721780;70978;13;5;10;3.0
2199438;81519;25;1;13;12.0
1498385;182772;70;3;17;4.0
3039769;200050;16;3;13;30.0
2685351;93055;6;4;21;12.0
308224;73503;21;0;18;5.0
2718264;102867;15;0;14;7.0
3179548;18144;8;5;9;5.0
354302;16669;14;3;18;0.0
1265620;22175;7;1;11;8.0
627448;136375;17;3;10;20.0
2867649;176341;3;1;11;7.0
2941849;119386;4;3;21;17.0
1250322;126749;7;0;16;8.0
2041840;103960;19;6;7;9.0
1334763;70696;3;6;13;9.0
1986140;133402;4;6;19;30.0
315252;132264;52;0;10;4.0
968550;71629;10;6;20;6.0
1160965;134202;11;1;18;21.0
1438756;14146;11;0;13;30.0
1956579;108919;4;1;11;11.0
825067;35941;1;0;8;
3242074;112192;10;5;12;17.0
2771088;36994;8;1;12;5.0
1839356;132517;2;6;14;30.0
2870416;68138;42;6;9;2.0
1802683;10131;3;5;13;1.0
1941423;151691;5;4;10;30.0
1756899;14370;32;4;6;12.0
3098530;136017;41;2;7;5.0
51736;44188;21;2;10;6.0
1015892;14873;53;2;7;7.0
2459433;155321;4;1;10;7.0
2453554;163199;6;6;15;14.0
3363884;94854;25;0;21;0.0
569853;198036;7;4;15;7.0
3305272;201035;28;0;7;8.0
1918224;203350;9;2;18;2.0
1233961;78608;12;6;19;12.0
115376;150831;3;1;18;4.0
149355;53339;1;0;11;
885896;15315;3;0;9;28.0
2484052;164932;1;2;21;
2049326;29504;28;4;15;2.0
2341911;84249;15;3;10;11.0
1646243;28600;29;0;12;22.0
90224;133274;4;3;10;21.0
1163495;12978;8;4;11;28.0
496059;119481;2;5;18;30.0
1582056;169903;7;3;17;6.0
1646629;103473;6;3;4;3.0
997441;129698;30;3;0;1.0
474743;189625;41;1;17;0.0
2123779;54911;7;1;19;30.0
1718750;135708;40;4;11;0.0
885340;156446;3;1;17;7.0
1894093;84253;1;6;8;
1966659;183194;2;4;18;19.0
2251090;141850;2;1;9;16.0
221925;59965;21;6;11;5.0
59947;118669;46;3;7;7.0
2510052;113592;19;1;8;8.0
2710258;180178;8;6;15;5.0
2256345;91351;52;3;13;2.0
2564125;60435;14;6;13;7.0
891274;46079;9;6;12;8.0
618541;154861;14;0;15;2.0
1071171;179105;47;3;8;7.0
2573845;25098;2;5;16;4.0
1249409;11102;6;4;12;30.0
742492;77419;5;4;16;6.0
1014789;173727;1;0;12;
2780909;84722;13;2;14;7.0
1478293;143874;8;4;19;16.0
3002736;159152;15;4;10;7.0
3255193;99497;11;0;14;8.0
999922;105793;1;6;12;
2038081;49096;20;0;14;14.0
263661;4358;45;1;20;1.0
1090879;17047;22;2;14;4.0
2668663;102350;3;0;11;6.0
2346319;3075;6;0;16;5.0
2113688;190396;23;4;20;5.0
2022434;86531;1;0;17;
2342555;89648;14;4;15;30.0
1467544;121302;1;6;21;
2244550;60543;21;4;9;5.0
972510;120768;15;6;9;13.0
2927379;180202;2;0;14;30.0
2419419;192861;33;3;7;3.0
1625454;142413;8;4;10;7.0
2742557;205352;6;5;14;11.0
455406;113136;5;3;15;5.0
2457617;199419;4;4;8;7.0
1731494;143225;34;4;15;7.0
2275232;157053;6;3;12;16.0
2736174;49551;67;1;16;5.0
2111884;18264;5;4;14;16.0
1199873;164694;36;4;15;1.0
2062368;24415;13;3;11;3.0
2823190;121659;15;1;14;2.0
1147234;156344;18;4;13;6.0
2673458;79806;4;6;19;23.0
623504;37059;3;1;16;30.0
3190780;139969;12;3;17;19.0
1932722;187229;6;1;9;11.0
694301;84321;51;1;12;5.0
2165839;184376;4;5;11;30.0
1526635;43410;27;5;13;7.0
1500431;36086;8;2;8;30.0
605860;57815;6;2;15;28.0
1042810;50805;37;3;18;2.0
2622121;4981;7;0;20;5.0
360888;133616;39;0;9;8.0
2360756;6072;23;0;21;10.0
3404739;164485;11;5;10;6.0
571048;102511;4;5;12;30.0
456012;172794;2;1;18;8.0
2536255;123569;18;2;7;19.0
2374184;130903;30;5;8;9.0
3073037;22182;1;0;18;
2190080;125404;29;3;12;21.0
544226;106214;10;0;12;2.0
1194230;45891;35;5;11;10.0
1409852;62025;1;1;10;
1960580;147733;5;5;8;5.0
585031;205899;14;4;10;0.0
1434419;72065;31;0;14;11.0
2775013;111430;5;3;20;2.0
1684114;180717;28;1;16;15.0
673740;127661;80;1;15;0.0
70759;123940;11;2;13;3.0
2758794;99057;2;5;11;6.0
2869597;81066;20;5;11;13.0
944148;145183;30;0;9;7.0
901109;139198;4;3;10;20.0
1626428;169735;19;4;15;13.0
2047912;105998;23;3;11;0.0
1446464;164318;2;1;17;10.0
3107328;120205;30;2;19;12.0
1618983;123805;6;4;17;11.0
1835589;70860;64;5;9;1.0
2347862;46620;1;1;15;
3343760;145659;38;5;13;7.0
2365795;42258;3;1;11;11.0
1832900;65065;2;5;14;4.0
1469778;32370;9;1;11;14.0
1448795;185577;20;3;11;2.0
389275;168370;19;2;7;17.0
768052;82915;6;6;13;5.0
1097693;19558;2;3;9;1.0
924158;11142;8;3;15;2.0
1853593;134548;6;0;0;30.0
3285548;121332;13;1;9;4.0
1386071;122225;1;4;13;
3093834;17578;4;2;8;6.0
2605985;30888;28;5;14;2.0
1409285;138757;2;2;17;0.0
1237621;171872;3;6;12;4.0
2002474;198600;21;6;11;6.0
3145154;98682;21;1;13;4.0
2831337;144559;7;1;12;21.0
739379;71231;8;6;10;7.0
72442;86367;22;0;12;7.0
2581446;81484;30;3;10;9.0
1311082;24187;15;5;8;12.0
2168762;147565;19;6;16;7.0
1658915;28387;23;6;12;6.0
3049683;2541;13;5;20;27.0
1639580;80959;6;6;9;8.0
1361837;127625;8;1;12;2.0
1998908;40869;3;5;16;14.0
588636;171517;1;3;8;
2162650;33730;7;2;10;20.0
1315132;5016;7;1;8;21.0
939696;167997;6;0;16;12.0
1614307;158293;15;0;17;7.0
2691934;130207;26;2;12;6.0
1869555;12782;37;1;20;1.0
84668;26715;57;5;21;0.0
2516250;127663;61;5;16;2.0
2008793;61699;13;6;20;6.0
2359462;75523;8;5;12;25.0
1355798;37902;22;5;17;8.0
3155109;133815;25;5;15;6.0
2050051;104594;18;5;14;10.0
726942;13083;3;0;14;15.0
2521889;193566;3;0;7;9.0
2527255;148958;15;2;16;4.0
2102024;190677;6;2;15;30.0
829794;25454;2;0;7;23.0
1870743;48721;4;4;9;18.0
1515242;97154;1;5;21;
3405028;50905;29;2;7;1.0
1067002;128009;31;2;14;0.0
1943466;43535;4;0;21;7.0
3246678;90584;58;4;11;7.0
1664785;141674;10;6;17;30.0
285333;61389;21;4;16;7.0
2216728;147352;4;1;17;5.0
592533;115395;4;0;11;30.0
3193612;195509;18;2;16;20.0
3380740;124795;31;1;13;1.0
2566179;143352;11;2;15;1.0
1211099;203007;5;5;11;4.0
1057599;26570;20;6;20;12.0
2814079;172896;11;2;14;6.0
67683;151969;18;5;20;8.0
624162;17679;53;2;10;2.0
1952571;120648;3;5;12;6.0
327411;15515;5;1;9;8.0
332656;195579;5;5;8;7.0
2488862;107745;26;1;10;6.0
2156192;23588;54;4;18;5.0
889666;76462;4;6;16;23.0
1821887;140344;7;2;14;25.0
1079478;58843;28;1;7;5.0
1972204;85908;13;5;8;6.0
3224550;179886;77;2;15;5.0
2912401;11180;5;2;12;4.0
1861891;189118;6;3;15;23.0
796310;48647;3;2;21;30.0
910447;2727;4;0;15;4.0
1966668;113697;41;2;15;7.0
457523;116435;19;1;14;4.0
2727726;13778;3;6;13;7.0
2280963;199013;11;1;12;23.0
2251606;192485;4;5;15;3.0
1262900;163947;28;3;21;4.0
3094963;40657;7;3;22;8.0
863887;135978;11;2;15;17.0
594579;11236;9;6;11;2.0
1890449;69182;41;4;13;1.0
355356;162127;5;4;22;30.0
2977987;25579;58;4;14;3.0
2453573;13098;2;5;16;2.0
3409107;99009;16;1;18;26.0
121852;64667;6;2;22;1.0
348195;93630;47;2;11;4.0
283942;79896;14;0;18;5.0
2594503;21384;11;3;9;8.0
2166611;52009;2;6;13;25.0
3263826;84321;46;3;8;3.0
1401004;12669;15;1;10;4.0
2525831;21008;23;0;14;3.0
1741613;185385;11;2;22;7.0
2171675;142521;22;3;17;6.0
2516588;178364;3;0;8;3.0
3309361;51196;4;4;13;8.0
710142;180925;2;0;14;7.0
2059222;122904;2;2;18;6.0
1660201;119204;2;6;9;29.0
1554299;86761;1;2;19;
1516643;56502;1;5;17;
3019625;186368;8;1;18;23.0
3111413;11974;6;5;19;30.0
1679174;127171;10;4;10;9.0
1202446;25685;39;4;8;5.0
2175667;160693;36;0;6;7.0
2626659;144852;31;5;20;23.0
2156226;135042;16;1;18;8.0
2442864;174428;37;4;14;9.0
371547;161961;3;0;14;30.0
2084711;65943;13;5;17;9.0
703042;159937;13;3;9;9.0
3275850;92641;36;5;18;0.0
424992;66112;11;5;17;5.0
2568310;19345;27;1;13;8.0
2530325;83525;22;4;17;14.0
557297;56234;17;0;15;6.0
1270707;7135;6;3;10;20.0
54833;26363;37;1;9;2.0
3344879;119582;3;3;20;6.0
1294197;54916;37;3;13;8.0
3043761;16306;6;2;17;23.0
596474;40767;12;0;16;3.0
3362932;74921;10;3;17;7.0
3295852;107823;6;6;14;30.0
2563753;167015;12;3;22;3.0
786468;177659;29;6;10;7.0
156460;65666;43;2;11;1.0
2491207;61366;21;4;17;9.0
569333;128246;31;2;11;8.0
2178189;80220;32;0;15;0.0
42516;91432;10;4;8;2.0
1434332;113085;38;2;9;6.0
2809752;107264;6;6;16;8.0
3339517;92843;8;4;19;10.0
531351;22996;15;0;15;9.0
2376793;35324;21;1;11;7.0
2805521;67767;9;1;19;3.0
1006072;184021;1;1;7;
2753476;29828;8;2;6;7.0
1262507;176779;1;1;10;
2128805;4607;15;6;18;7.0
3073581;71683;32;2;11;7.0
3302161;5745;2;0;10;7.0
2474352;109640;4;1;10;9.0
1596358;140841;3;5;15;8.0
2513977;92383;25;5;17;4.0
2669287;160080;4;0;14;18.0
965112;170341;7;2;7;11.0
1271192;175715;41;1;15;0.0
997596;178055;3;3;17;8.0
2917962;125089;14;4;17;14.0
515895;16832;13;6;9;11.0
2278663;11480;1;0;11;
778726;196665;19;0;20;12.0
303923;196516;23;3;23;30.0
1173492;20692;3;3;3;6.0
2040249;76339;16;0;13;7.0
2095463;45815;29;6;11;6.0
2327888;24830;7;1;15;7.0
3378567;73516;15;6;12;10.0
1333678;204297;13;6;12;25.0
43905;69671;62;0;20;11.0
645201;69414;12;4;12;4.0
3082732;32626;7;0;19;11.0
2864882;135479;27;4;14;25.0
1275202;103766;6;2;14;8.0
15042;147309;35;3;10;6.0
199915;158815;5;1;12;30.0
3417813;81583;27;1;21;0.0
2618020;105599;23;2;16;30.0
175960;192849;10;1;10;11.0
1071596;26085;2;0;19;30.0
373446;143535;7;5;14;30.0
33637;79175;10;0;13;7.0
2195214;199491;46;1;13;7.0
109002;68792;56;0;12;4.0
2187560;91285;18;4;12;3.0
2498488;180300;22;0;20;7.0
1050535;171841;34;2;19;10.0
514857;201667;1;3;15;
532883;15637;73;0;9;4.0
2755949;78613;1;4;14;
1719719;161712;15;2;21;19.0
719661;159921;43;4;18;2.0
2029696;34714;2;3;18;22.0
1512048;22761;22;1;12;7.0
2944545;88948;8;2;20;11.0
1749471;199511;2;0;14;7.0
705728;87319;2;2;15;30.0
105802;129948;5;0;13;30.0
1407997;127526;5;1;10;6.0
1005938;141547;13;3;21;2.0
3420910;59123;15;3;20;30.0
763686;34852;4;1;12;9.0
2715349;145722;16;3;18;3.0
40401;4000;15;4;10;23.0
3220106;93942;79;2;16;3.0
1099706;125088;2;2;13;19.0
2710504;186486;2;3;23;9.0
1011181;181669;1;2;11;
2697293;53965;14;1;15;7.0
579749;169857;11;0;21;5.0
1233758;101048;4;1;9;6.0
343640;192645;11;3;17;2.0
2106874;118295;69;4;9;5.0
842852;38709;15;5;16;5.0
2329460;155939;8;3;10;8.0
1469331;14755;33;6;23;0.0
1106946;153863;7;5;17;10.0
3330555;26408;1;2;3;
3406011;106008;13;6;18;6.0
3390383;101699;3;6;10;30.0
1725248;177481;4;3;16;9.0
1498390;202592;17;3;14;9.0
17262;23297;54;5;16;1.0
3093443;74377;36;0;17;3.0
2833769;29680;4;5;14;30.0
2173673;65650;4;0;21;1.0
639325;109318;12;5;10;1.0
2739311;85997;20;1;17;6.0
2723045;145617;5;4;11;30.0
422202;118109;5;6;16;30.0
390236;146600;64;3;10;1.0
2022761;132603;4;2;19;8.0
2419017;150902;23;5;19;10.0
2077576;143557;35;3;14;2.0
2104302;201976;2;5;8;9.0
2258598;114575;24;1;13;15.0
1485363;89196;7;5;19;6.0
1749302;70024;5;3;6;4.0
3415222;138671;20;0;20;2.0
1524655;203165;23;6;9;23.0
2511361;58668;39;2;12;5.0
1788745;141796;31;3;11;7.0
3196503;170988;16;2;21;7.0
734462;143848;9;1;18;10.0
730617;85066;2;4;13;30.0
2565081;153796;18;1;10;30.0
3037142;172181;6;1;16;11.0
78201;11736;11;1;8;14.0
3376981;125695;14;3;12;3.0
2331455;170791;14;3;10;8.0
1034053;67435;2;3;14;8.0
3209350;173155;17;2;16;14.0
833323;29416;22;2;15;2.0
1228354;113365;13;6;12;28.0
3221981;143576;24;5;23;10.0
1009547;164081;7;0;9;8.0
1885108;39800;4;1;16;22.0
3032779;130994;1;3;8;
1254963;119473;21;4;12;6.0
778325;198808;12;5;15;3.0
2627466;127509;9;4;14;22.0
2961524;48471;7;5;18;3.0
2307547;187289;20;3;22;8.0
890816;57130;98;0;9;1.0
2391761;156519;12;1;8;4.0
1665698;25733;5;1;15;22.0
1361411;55006;28;2;15;2.0
2379213;74866;1;1;17;
1426309;41198;4;5;9;30.0
2566765;100103;20;2;12;7.0
3235348;135433;49;0;13;7.0
1861250;205970;8;6;10;4.0
3083873;112667;5;3;19;3.0
1144744;110166;1;1;13;
1132779;136075;3;5;10;9.0
2591023;201487;5;2;11;0.0
3329429;80000;4;6;12;14.0
1234513;12400;44;3;11;30.0
958798;190964;63;4;12;4.0
2556852;202331;5;6;14;6.0
1895658;175223;9;4;20;6.0
1216131;142932;41;3;8;2.0
2841862;126712;2;6;12;15.0
2975334;147545;1;5;13;
1110138;93254;32;2;16;27.0
3062815;164101;35;2;13;2.0
2520095;113095;7;6;18;2.0
1906678;20779;45;4;9;3.0
32041;202981;1;6;19;
3187612;42922;8;1;22;10.0
2353136;116171;12;3;21;12.0
811432;148975;13;0;10;5.0
2295984;132298;56;2;9;4.0
902712;111458;11;2;11;5.0
2228147;4832;16;2;20;22.0
3055366;93524;4;2;8;6.0
3170852;101286;3;4;17;2.0
1191656;199507;4;5;17;11.0
1081066;161558;5;4;10;30.0
1811312;65095;2;5;17;7.0
2504092;133660;3;1;8;7.0
2651674;42373;5;4;9;7.0
3111887;95763;7;4;14;9.0
1807709;10886;19;1;9;10.0
936928;166219;17;2;13;7.0
236464;5278;65;5;7;5.0
2118302;20147;23;1;8;4.0
1641398;139762;2;1;10;21.0
208132;38530;18;1;14;4.0
2031031;188621;1;3;18;
2122609;194464;4;2;13;30.0
798981;120550;2;0;12;30.0
801163;41310;11;6;21;6.0
268166;9248;9;6;14;0.0
2982366;159547;37;5;15;6.0
2372791;135898;17;1;9;4.0
2101896;205747;21;6;19;19.0
1602892;120621;3;6;12;8.0
218550;4519;2;6;16;30.0
1044910;127449;47;2;14;12.0
1701077;205543;9;3;18;1.0
1652813;194231;12;4;10;1.0
2016883;28144;7;1;14;15.0
1274683;77454;10;1;13;30.0
876614;24065;22;0;19;6.0
720441;154897;32;3;10;7.0
2032814;26980;2;1;13;19.0
1019714;29830;11;3;11;7.0
3175570;147769;2;0;19;17.0
3347840;181387;5;4;12;7.0
2930224;166843;10;6;8;7.0
2625612;190440;36;0;15;4.0
3346821;48493;16;0;11;1.0
1024314;149859;32;5;17;1.0
632573;76654;4;6;16;7.0
1316139;24411;18;6;21;1.0
91138;162339;2;5;10;30.0
3062646;3377;91;3;17;1.0
579967;11574;24;0;20;6.0
2307555;46356;37;3;16;0.0
3154642;135003;10;5;12;4.0
3151375;73207;14;3;14;30.0
2984599;185984;1;6;9;
1999549;49551;40;4;21;3.0
491749;64424;4;4;9;30.0
1548783;162321;21;2;12;8.0
1433652;139509;7;1;15;7.0
161663;16745;3;5;12;2.0
885075;141854;21;4;17;10.0
681554;71940;6;0;18;7.0
2658517;135384;51;5;15;5.0
2664030;135091;3;2;13;4.0
628183;102052;8;0;11;21.0
1236683;30084;20;0;21;6.0
714763;102632;8;6;18;8.0
2857163;57471;3;1;14;9.0
140295;114394;2;3;16;16.0
1799748;174822;41;1;17;7.0
1421547;118017;3;3;11;7.0
2978499;192626;20;6;8;6.0
1228747;27952;16;1;15;9.0
1397982;139153;28;4;10;11.0
2507722;76822;14;0;13;1.0
1183684;178063;3;0;11;4.0
1372553;185420;10;2;9;6.0
768235;36719;62;3;7;6.0
726338;83843;6;0;8;2.0
296718;69602;22;2;11;14.0
408748;110739;33;3;19;4.0
1810521;121312;37;1;9;7.0
1892291;22726;1;1;22;
546147;88990;18;1;15;4.0
2186585;175555;5;3;15;7.0
2061270;138997;53;2;14;2.0
1758436;18272;1;4;20;
3393921;160980;13;4;14;16.0
2818160;56026;15;2;0;11.0
384586;62470;2;0;9;1.0
3209856;82591;12;0;16;7.0
342391;79570;58;2;8;1.0
3256782;4827;22;3;11;11.0
744334;137575;4;3;10;30.0
1660668;26289;2;4;14;13.0
897813;9033;3;3;7;17.0
135075;69329;19;1;12;7.0
2383174;94080;5;1;22;30.0
1739233;117105;3;0;18;7.0
270399;183427;36;2;9;15.0
1619922;65668;8;6;20;19.0
92487;9119;9;0;13;6.0
929339;149780;8;2;8;2.0
2431960;101292;8;2;8;5.0
1859535;117791;4;0;13;4.0
475904;171570;32;6;12;8.0
191797;154760;1;4;14;
1131413;181644;10;3;9;13.0
2224653;5005;9;1;9;4.0
1617378;131725;74;5;7;0.0
1715565;172234;2;0;17;1.0
2875619;11151;8;2;14;7.0
3061717;205349;1;1;16;
101616;78289;3;5;17;8.0
1943564;126431;2;3;17;30.0
1635736;124797;3;1;22;7.0
1133778;156449;6;0;11;15.0
2488850;149743;32;2;9;30.0
3127245;167734;11;3;14;30.0
1057691;111057;8;1;18;5.0
2470549;9520;24;2;7;4.0
949653;77331;17;0;16;1.0
2859839;13358;4;5;13;4.0
3093026;171336;5;0;21;20.0
3258581;138390;3;4;8;18.0
1198609;31572;5;0;18;30.0
2432518;93032;3;6;17;2.0
1239969;195500;1;0;13;
2264345;124122;4;1;15;30.0
2321108;16119;3;0;11;30.0
2604419;193241;4;2;15;30.0
2363444;40845;1;4;10;
574394;149573;11;3;22;20.0
1018407;81046;9;6;23;30.0
495459;95422;14;5;15;8.0
1024594;48099;11;5;15;5.0
3082012;95225;15;0;6;4.0
2756135;37442;8;5;17;7.0
3211875;186803;1;0;16;
2306919;156723;9;4;18;10.0
2201023;89657;6;0;9;29.0
106907;188849;9;6;14;4.0
1711251;105224;79;2;10;4.0
2204835;47671;12;0;14;6.0
1089851;37530;8;6;13;11.0
2967538;159833;7;2;1;30.0
2188830;113828;2;3;14;17.0
695250;154880;2;0;11;4.0
2088224;96917;19;3;9;5.0
2236129;196781;16;6;9;8.0
2687507;48744;38;1;10;2.0
2218250;65434;2;6;13;15.0
239764;202993;15;1;6;11.0
461813;108726;10;6;7;6.0
289850;162148;16;0;17;5.0
1549641;24411;4;0;10;9.0
3283893;189782;8;5;11;23.0
1596267;100787;74;5;9;1.0
1266544;43051;52;0;13;15.0
